source,target,regex,code
/st-cloud-77/,/news/st-cloud-77,0,301
/author/mbeard/page/4/,/blog,0,301
/category/leaffilter/page/2/,/blog,0,301
/sample-page-2/home-2/,/blog,0,301
/leaffilter-wins-weatherhead-100-centurion-award/,/news/leaffilter-wins-weatherhead-100-centurion-award,0,301
/leaf-home-veterans-day-stair-lift-giveaway/,/news/leaf-home-veterans-day-stair-lift-giveaway,0,301
/fort-collins-co-74/,/news/fort-collins-co-74,0,301
/payne-board-lhs/,/news/payne-board-lhs,0,301
/leaffilter-announces-grand-opening-in-alabama/,/news/leaffilter-announces-grand-opening-in-alabama,0,301
/leaf-home-appoints-nina-george-as-chief-growth-officer/,/news/leaf-home-appoints-nina-george-as-chief-growth-officer,0,301
/saginaw-mi-71/,/news/saginaw-mi-71,0,301
/leaffilter-sponsors-philadelphia-flower-show/,/news/leaffilter-sponsors-philadelphia-flower-show,0,301
/matt-kaulig-named-ernst-young-entrepreneur-year-finalist/,/news/matt-kaulig-named-ernst-young-entrepreneur-year-finalist,0,301
/ranked-for-2014-qualified-remodeler-top-500/,/news/ranked-for-2014-qualified-remodeler-top-500,0,301
/expands-to-jacksonville/,/news/expands-to-jacksonville,0,301
/home-duplicate-18470/,https://www.leafhome.com,0,301
/leaffilter-ranked-to-qualified-remodeler-magazine-for-fourth-consecutive-year/,/news/leaffilter-ranked-to-qualified-remodeler-magazine-for-fourth-consecutive-year,0,301
/leaffilter-gutter-protection-looking-to-hire-hundreds-of-contractors-during-national-installer-hiring-week/,/news/leaffilter-gutter-protection-looking-to-hire-hundreds-of-contractors-during-national-installer-hiring-week,0,301
/2022-lh-july-office/,/news/2022-lh-july-office,0,301
/wisconsin-veterans-kevin-laluzerne-and-adam-nierenberger-to-be-honored-with-life-changing-gift-this-veterans-day-through-baths-for-the-brave/,/news/wisconsin-veterans-kevin-laluzerne-and-adam-nierenberger-to-be-honored-with-life-changing-gift-this-veterans-day-through-baths-for-the-brave,0,301
/remodeler-550-ranks-leaffilter-no-7/,/news/remodeler-550-ranks-leaffilter-no-7,0,301
/giving-back-to-military-veterans-meet-the-winners-of-leaf-homes-2023-veterans-day-stair-lift-giveaway/,/news/giving-back-to-military-veterans-meet-the-winners-of-leaf-homes-2023-veterans-day-stair-lift-giveaway,0,301
/category/leaffilter/page/4/,/blog,0,301
/named-to-2014-weatherhead-100/,/news/named-to-2014-weatherhead-100,0,301
/thankful-for-home-and-family-a-thanksgiving-message-from-leaf-home/,/news/thankful-for-home-and-family-a-thanksgiving-message-from-leaf-home,0,301
/category/safety-solutions/,/blog/stair-lift,0,301
/leaffilter-north-inc-earns-angies-list-award/,/news/leaffilter-north-inc-earns-angies-list-award,0,301
/category/safety-solutions/page/2/,/blog/stair-lift,0,301
/category/safety-solutions/page/3/,/blog/stair-lift,0,301
/leaffilter-ranks-no-6-on-remodeling-550/,/news/leaffilter-ranks-no-6-on-remodeling-550,0,301
/preventing-water-stains-a-spring-cleaning-guide-for-tackling-hard-water-woes/,/news/preventing-water-stains-a-spring-cleaning-guide-for-tackling-hard-water-woes,0,301
/6-popular-home-renovations-to-avoid-this-winter-at-all-costs/,/news/6-popular-home-renovations-to-avoid-this-winter-at-all-costs,0,301
/category/leaffilter/page/3/,/blog,0,301
/stretch-goal-drives-leaffilters-giraffe-conservation-efforts/,/news/stretch-goal-drives-leaffilters-giraffe-conservation-efforts,0,301
/leaf-home-safety-solutions-opens-new-location-in-chicago-as-part-of-national-expansion-efforts/,/news/leaf-home-safety-solutions-opens-new-location-in-chicago-as-part-of-national-expansion-efforts,0,301
/leaffilter-finishes-4th-weatherhead-100-list/,/news/leaffilter-finishes-4th-weatherhead-100-list,0,301
/leaffilter-named-remodeling-magazine-2017-big50-class-americas-top-remodelers/,/news/leaffilter-named-remodeling-magazine-2017-big50-class-americas-top-remodelers,0,301
/veterans-day-employee-spotlight-amanda-snipes-and-nick-busse-of-leaf-home/,/news/veterans-day-employee-spotlight-amanda-snipes-and-nick-busse-of-leaf-home,0,301
/lhhs-milwaukee-6/,/news/lhhs-milwaukee-6,0,301
